PRAD,HR,P-value,Hr-Inv-lst,PCPG,HR,P-value,Hr-Inv-lst,PAAD,HR,P-value,Hr-Inv-lst,OV,HR,P-value,Hr-Inv-lst,THYM,HR,P-value,Hr-Inv-lst,UVM,HR,P-value,Hr-Inv-lst,UCEC,HR,P-value,Hr-Inv-lst,UCS,HR,P-value,Hr-Inv-lst,THCA,HR,P-value,Hr-Inv-lst,TGCT,HR,P-value,Hr-Inv-lst,STAD,HR,P-value,Hr-Inv-lst,SKCM,HR,P-value,Hr-Inv-lst,SARC,HR,P-value,Hr-Inv-lst,READ,HR,P-value,Hr-Inv-lst,LUAD,HR,P-value,Hr-Inv-lst,MESO,HR,P-value,Hr-Inv-lst,LUSC,HR,P-value,Hr-Inv-lst,LIHC,HR,P-value,Hr-Inv-lst,LGG,HR,P-value,Hr-Inv-lst,LAML,HR,P-value,Hr-Inv-lst,KIRP,HR,P-value,Hr-Inv-lst,KIRC,HR,P-value,Hr-Inv-lst,KICH,HR,P-value,Hr-Inv-lst,HNSC,HR,P-value,Hr-Inv-lst,GBM,HR,P-value,Hr-Inv-lst,ESCA,HR,P-value,Hr-Inv-lst,DLBC,HR,P-value,Hr-Inv-lst,CHOL,HR,P-value,Hr-Inv-lst,CESC,HR,P-value,Hr-Inv-lst,BRCA,HR,P-value,Hr-Inv-lst,BLCA,HR,P-value,Hr-Inv-lst,ACC,HR,P-value,Hr-Inv-lst,COAD,HR,P-value,Hr-Inv-lst
DAP3,0.51265572,0.36836558,1.95062683,DAP3,742948832,0.99851891,1.35E-09,DAP3,2.09016779,0.00689756,0.47843049,DAP3,1.03287447,0.83358311,0.96817186,DAP3,4.151484921,0.195479202,0.240877666,DAP3,1.15186593,0.80036581,0.86815659,DAP3,0.65992685,0.49176853,1.51531947,DAP3,0.91199662,0.79838565,1.0964953,DAP3,0.98124617,0.97175749,1.01911226,DAP3,0.44887309,0.51329598,2.22780116,DAP3,0.92196254,0.71981197,1.08464277,DAP3,1.01614992,0.92133327,0.98410676,DAP3,1.10661662,0.66371531,0.90365533,DAP3,2.896968434,0.175338974,0.345188435,DAP3,1.015805838,0.931919689,0.984440099,DAP3,1.49097566,0.13721597,0.67070176,DAP3,0.87474318,0.40904067,1.14319268,DAP3,1.703138042,0.015507478,0.587151467,DAP3,1.206051721,0.392625655,0.829151837,DAP3,0.685717379,0.046332459,1.458326754,DAP3,1.094045414,0.801795185,0.914038839,DAP3,1.716392916,0.000971487,0.58261718,DAP3,5.005643025,0.044996708,0.199774534,DAP3,1.101464442,0.534689464,0.907882236,DAP3,0.851950061,0.411425701,1.17377772,DAP3,1.142758854,0.616367716,0.875075259,DAP3,0.282085962,0.287418778,3.545018668,DAP3,2.596793173,0.089574031,0.385090353,DAP3,1.061863068,0.816728698,0.941741012,DAP3,0.84904863,0.405174393,1.177788839,DAP3,0.892827849,0.556229174,1.120036747,DAP3,2.102274419,0.075408256,0.475675293,DAP3,1.027050008,0.937796037,0.973662424
DCN,0.16289623,0.09124891,6.13887743,DCN,0.43781198,0.34415141,2.28408553,DCN,1.23369097,0.42743765,0.81057576,DCN,1.22906174,0.18857823,0.81362878,DCN,0.650821546,0.613326157,1.536519505,DCN,0.92061855,0.8828142,1.08622621,DCN,1.09952438,0.87157581,0.90948415,DCN,1.03776349,0.91845085,0.9636107,DCN,1.54309601,0.43916004,0.64804782,DCN,1.87466236,0.60801274,0.53342939,DCN,1.21856946,0.38614687,0.82063438,DCN,1.23904205,0.18922291,0.80707511,DCN,0.98607468,0.95166113,1.01412197,DCN,0.321917671,0.295273532,3.106384298,DCN,0.991778721,0.96451207,1.008289428,DCN,1.05734252,0.83456952,0.94576732,DCN,1.18675626,0.29035434,0.84263301,DCN,0.859529043,0.47733095,1.163427819,DCN,1.156304439,0.498705257,0.864824147,DCN,0.646815176,0.021677373,1.546036699,DCN,2.719042835,0.011106987,0.367776479,DCN,1.586814403,0.004018568,0.630193423,DCN,1.005168172,0.99387922,0.994858401,DCN,0.834662986,0.247456875,1.19808835,DCN,0.914129521,0.647282204,1.093936884,DCN,1.141886676,0.621225305,0.875743645,DCN,0.415841838,0.448774594,2.404760438,DCN,0.70947962,0.500328227,1.409483757,DCN,1.009492315,0.970910459,0.990596942,DCN,0.83974224,0.387198664,1.190841609,DCN,1.261791217,0.233427362,0.792524141,DCN,1.629742038,0.228259972,0.613594039,DCN,0.951067203,0.884682997,1.05145041
DDIT3,0.65066161,0.55034316,1.5368972,DDIT3,0.7773081,0.75884551,1.28649116,DDIT3,0.91288322,0.73135871,1.09543037,DDIT3,0.92983573,0.63805882,1.07545878,DDIT3,4.547127183,0.168235452,0.219919074,DDIT3,3.72081028,0.0492652,0.26875866,DDIT3,3.67043172,0.05138069,0.27244751,DDIT3,0.69389413,0.31512331,1.44114204,DDIT3,1.23427338,0.69567869,0.81019328,DDIT3,1.97567724,0.57827138,0.50615555,DDIT3,1.11317733,0.63487848,0.89832947,DDIT3,0.84045601,0.28562951,1.18983026,DDIT3,1.10364854,0.66970162,0.90608555,DDIT3,0.516036525,0.47944583,1.937847328,DDIT3,0.898340089,0.560495358,1.11316417,DDIT3,1.69916534,0.05341875,0.58852425,DDIT3,0.98753431,0.93834675,1.01262304,DDIT3,1.262355647,0.276056288,0.792169784,DDIT3,1.347677874,0.15489177,0.74201708,DDIT3,0.945284815,0.764803204,1.057882221,DDIT3,1.687012195,0.152516443,0.592763943,DDIT3,2.034234386,1.56E-05,0.491585437,DDIT3,1.3843751,0.62819303,0.722347577,DDIT3,0.953353092,0.76145832,1.04892931,DDIT3,1.009860177,0.96053563,0.990236097,DDIT3,0.999166213,0.997523401,1.000834483,DDIT3,0.646295902,0.667117526,1.547278882,DDIT3,1.217508189,0.69700361,0.821349711,DDIT3,0.807860073,0.413206856,1.237838128,DDIT3,1.1245279,0.551598888,0.889262063,DDIT3,1.005250331,0.978497976,0.994777091,DDIT3,0.698405604,0.373238174,1.431832726,DDIT3,1.537814512,0.195855913,0.650273484
DFFA,0.4418226,0.32921925,2.26335187,DFFA,0.24896392,0.20557262,4.01664622,DFFA,1.14440816,0.61237482,0.87381411,DFFA,1.20673976,0.22261331,0.82867908,DFFA,1.325151005,0.730582531,0.754630979,DFFA,0.53702576,0.30315049,1.86210806,DFFA,1.75199596,0.32689703,0.57077757,DFFA,1.34414203,0.41779939,0.743969,DFFA,1.12294954,0.82895582,0.89051196,DFFA,0.51167265,0.58441371,1.95437456,DFFA,0.56952197,0.01773419,1.75585852,DFFA,1.03616945,0.82673971,0.96509311,DFFA,1.6546377,0.03117793,0.60436191,DFFA,0.561253018,0.49216735,1.781727612,DFFA,0.982142317,0.921438648,1.018182378,DFFA,0.99554717,0.98701306,1.00447275,DFFA,1.30250369,0.10100111,0.76775214,DFFA,1.175850426,0.452428784,0.850448303,DFFA,1.37088548,0.144418501,0.729455534,DFFA,1.277222133,0.192312609,0.782949163,DFFA,0.773144314,0.471117544,1.293419588,DFFA,0.537829443,0.000248074,1.859325503,DFFA,2.456535377,0.205169846,0.407077386,DFFA,1.262824723,0.135178172,0.791875532,DFFA,0.821440232,0.319348142,1.217374023,DFFA,0.994847368,0.984712311,1.005179319,DFFA,0.450250537,0.490073864,2.22098569,DFFA,1.062254428,0.905376381,0.941394052,DFFA,1.06319351,0.814823248,0.940562551,DFFA,0.859824004,0.442666918,1.163028708,DFFA,1.483172515,0.043001827,0.674230401,DFFA,1.224311998,0.614619037,0.816785265,DFFA,0.686147504,0.248448427,1.457412574
DIABLO,0.74827937,0.68506161,1.33639926,DIABLO,1.53119152,0.64081383,0.65308617,DIABLO,0.90645408,0.70924559,1.10319985,DIABLO,0.97164809,0.85234353,1.0291792,DIABLO,2.052624156,0.408309271,0.487181249,DIABLO,0.53204729,0.30360468,1.87953218,DIABLO,2.12707132,0.21816458,0.47012998,DIABLO,0.63603671,0.22100283,1.57223629,DIABLO,0.43756019,0.16365567,2.28539985,DIABLO,1.78E-09,0.99885846,563220160,DIABLO,1.15337278,0.53138945,0.86702237,DIABLO,1.00442852,0.97849206,0.99559101,DIABLO,1.32713854,0.22296971,0.75350084,DIABLO,1.429771855,0.646331256,0.699412285,DIABLO,1.072931229,0.702051494,0.932026185,DIABLO,1.65706626,0.0608703,0.60347617,DIABLO,0.76458893,0.09792358,1.30789233,DIABLO,1.092040031,0.678729837,0.915717347,DIABLO,0.596340228,0.015979576,1.67689509,DIABLO,0.694918818,0.054520727,1.439017011,DIABLO,1.795772978,0.105091738,0.556863263,DIABLO,1.569443265,0.005499726,0.637168621,DIABLO,1.168933983,0.816284733,0.855480305,DIABLO,1.234689294,0.176814228,0.809920362,DIABLO,1.131598963,0.533486823,0.883705299,DIABLO,1.037214767,0.892894779,0.964120481,DIABLO,0.646295902,0.667117526,1.547278882,DIABLO,1.772276285,0.258916697,0.56424611,DIABLO,1.086764971,0.748372453,0.920162157,DIABLO,0.903698534,0.608268456,1.106563707,DIABLO,1.18808416,0.37494323,0.841691215,DIABLO,1.42367238,0.381552623,0.702408795,DIABLO,1.146004961,0.679932884,0.872596572
DNAJA1,1.82916781,0.41728121,0.5466967,DNAJA1,2.61463633,0.26932313,0.38246237,DNAJA1,0.62705707,0.07991914,1.59475118,DNAJA1,0.77766697,0.10368857,1.28589749,DNAJA1,0.818974913,0.807856968,1.221038623,DNAJA1,3.58283581,0.05598002,0.27910852,DNAJA1,1.18161964,0.76428205,0.84629602,DNAJA1,1.0552922,0.88169048,0.94760485,DNAJA1,0.76858526,0.62811701,1.30109183,DNAJA1,2.13439252,0.53605723,0.46851738,DNAJA1,0.93015683,0.74722063,1.07508752,DNAJA1,1.02752498,0.86707551,0.97321235,DNAJA1,1.27373268,0.29576281,0.78509409,DNAJA1,1.117910495,0.8956219,0.894525997,DNAJA1,1.148481948,0.4483117,0.8707146,DNAJA1,0.88612093,0.65413231,1.12851414,DNAJA1,0.94479875,0.72869837,1.05842647,DNAJA1,1.195006013,0.405900723,0.836815873,DNAJA1,0.629536011,0.02843275,1.588471483,DNAJA1,1.012496267,0.947209805,0.987657962,DNAJA1,1.136466301,0.719112452,0.879920504,DNAJA1,0.608828159,0.002134945,1.642499587,DNAJA1,0.996159361,0.995429819,1.003855446,DNAJA1,1.195096036,0.256337227,0.836752838,DNAJA1,1.029626802,0.881179373,0.971225689,DNAJA1,1.232323936,0.434905427,0.811474946,DNAJA1,1.4425883,0.719511602,0.693198468,DNAJA1,1.379218881,0.543807271,0.725048079,DNAJA1,1.462658621,0.143909355,0.683686532,DNAJA1,1.343648053,0.13838545,0.744242511,DNAJA1,0.814606252,0.288187578,1.227586944,DNAJA1,0.892442793,0.776748509,1.120520002,DNAJA1,0.950174489,0.873913754,1.052438274
DNAJC3,1.38713738,0.64688928,0.72090913,DNAJC3,1.86E-09,0.99840297,536890348,DNAJC3,0.98794571,0.96338074,1.01220137,DNAJC3,0.80374391,0.1668711,1.2441774,DNAJC3,0.864136625,0.858327909,1.157224414,DNAJC3,6.14455663,0.01861062,0.16274567,DNAJC3,0.40350545,0.13277571,2.47828127,DNAJC3,1.04979458,0.89332804,0.95256731,DNAJC3,1.78413167,0.28776992,0.56049675,DNAJC3,2.19156419,0.52189051,0.4562951,DNAJC3,0.5557219,0.00983931,1.79946121,DNAJC3,1.1906349,0.28547656,0.83988803,DNAJC3,0.6728637,0.0892574,1.4861851,DNAJC3,10.93158441,0.039184696,0.091478048,DNAJC3,0.907579566,0.592708982,1.101831771,DNAJC3,0.67226037,0.1372914,1.4875189,DNAJC3,1.15134967,0.38280975,0.86854587,DNAJC3,1.074025836,0.737104957,0.931076299,DNAJC3,1.35763562,0.148411612,0.736574663,DNAJC3,0.664753926,0.03146106,1.504316049,DNAJC3,1.079783629,0.830137988,0.926111466,DNAJC3,0.611832018,0.002198227,1.634435548,DNAJC3,2.272684692,0.246687951,0.440008244,DNAJC3,1.244515623,0.162085781,0.803525469,DNAJC3,1.276081662,0.213562246,0.783648907,DNAJC3,0.932916008,0.800106908,1.071907859,DNAJC3,0.671365462,0.690941738,1.489501704,DNAJC3,1.984658806,0.183503883,0.503864945,DNAJC3,1.569530679,0.087824286,0.637133134,DNAJC3,1.327221623,0.150757192,0.753453668,DNAJC3,0.940814417,0.752024314,1.062908882,DNAJC3,1.245887628,0.58718585,0.802640606,DNAJC3,1.029554648,0.926979197,0.971293755
DNM1L,0.8097799,0.78318887,1.23490345,DNM1L,0.43437253,0.33974084,2.30217137,DNM1L,0.87353057,0.60944854,1.14477963,DNM1L,1.02434838,0.87650468,0.97623037,DNM1L,0.966624653,0.967148585,1.034527722,DNM1L,2.75785139,0.12529452,0.36260112,DNM1L,0.85831943,0.7943348,1.16506742,DNM1L,0.7800749,0.49080728,1.28192819,DNM1L,0.83330324,0.73332373,1.20004334,DNM1L,0.47044205,0.53817728,2.12566031,DNM1L,0.97273494,0.90211652,1.02802928,DNM1L,1.09975287,0.56201763,0.9092952,DNM1L,1.11190633,0.64730197,0.89935634,DNM1L,0.943633356,0.94732826,1.059733628,DNM1L,1.413026187,0.059496276,0.707700968,DNM1L,1.74912333,0.04440692,0.57171497,DNM1L,0.91003768,0.56056039,1.09885559,DNM1L,1.167529611,0.469544664,0.856509326,DNM1L,0.952138341,0.814688206,1.050267548,DNM1L,0.899743478,0.573375183,1.111427895,DNM1L,1.090016722,0.809824278,0.917417119,DNM1L,1.750305567,0.000556048,0.571328812,DNM1L,2.042519063,0.31305635,0.489591514,DNM1L,1.048071094,0.76303746,0.954133747,DNM1L,0.927109244,0.698326094,1.078621539,DNM1L,1.536356399,0.12156869,0.65089064,DNM1L,1.751156839,0.579557669,0.571051078,DNM1L,0.727903994,0.555115906,1.373807546,DNM1L,1.635252164,0.062192357,0.61152648,DNM1L,1.982671162,0.000757862,0.504370074,DNM1L,0.765928129,0.170961716,1.305605529,DNM1L,0.382577566,0.026383819,2.613849028,DNM1L,0.875484215,0.695899949,1.142225049
DPYD,0.38350134,0.24387829,2.60755282,DPYD,0.57622583,0.52672407,1.73543071,DPYD,2.22315048,0.00315768,0.44981211,DPYD,0.95993078,0.79299982,1.04174178,DPYD,0.537583335,0.475737418,1.860176712,DPYD,1.83364005,0.28937952,0.54536331,DPYD,1.66645714,0.37238105,0.60007544,DPYD,1.02725372,0.94055046,0.97346934,DPYD,0.86461542,0.78573128,1.15658359,DPYD,2.08163866,0.5494668,0.48039077,DPYD,1.31555247,0.2264022,0.76013692,DPYD,0.52366411,9.22E-05,1.90962102,DPYD,0.98422958,0.94541543,1.01602311,DPYD,0.976300799,0.982641933,1.024274487,DPYD,0.982923761,0.924660522,1.017372903,DPYD,0.5206973,0.01753487,1.92050161,DPYD,1.14476801,0.4033705,0.87353944,DPYD,0.961446613,0.853560409,1.040099353,DPYD,2.095517921,0.000759113,0.477208994,DPYD,1.332247696,0.128896285,0.750611169,DPYD,1.396035807,0.354309364,0.716314005,DPYD,0.968232221,0.838431594,1.032810082,DPYD,1.248545172,0.740936824,0.800932175,DPYD,0.996892218,0.984070667,1.003117471,DPYD,1.274067079,0.217829767,0.78488803,DPYD,0.888585348,0.657993313,1.1253843,DPYD,1.109668628,0.917142928,0.90116993,DPYD,1.381079103,0.523443112,0.724071487,DPYD,0.844583923,0.514764172,1.184014961,DPYD,0.990452366,0.961515631,1.00963967,DPYD,0.750805033,0.137235093,1.331903698,DPYD,0.25750554,0.00411872,3.883411596,DPYD,1.388872755,0.334343069,0.720008364
EBP,1.30279397,0.71324213,0.76758108,EBP,2.1684855,0.37629484,0.46115134,EBP,1.62479272,0.08175441,0.61546312,EBP,1.2145456,0.20677604,0.8233532,EBP,0.517065976,0.452872305,1.933989176,EBP,1.06972456,0.90742732,0.93482008,EBP,1.25191727,0.68687628,0.79877483,EBP,1.09538112,0.80097033,0.91292426,EBP,0.67613918,0.46913448,1.47898544,EBP,0.46335725,0.53002971,2.15816198,EBP,1.27265388,0.30064545,0.7857596,EBP,1.15864445,0.36455419,0.86307754,EBP,1.2619014,0.31774886,0.79245494,EBP,1.180857297,0.850754246,0.846842377,EBP,1.107567981,0.579029768,0.902879116,EBP,1.83805159,0.02599143,0.54405437,EBP,0.97482012,0.87422479,1.02583028,EBP,1.051115313,0.815401346,0.951370404,EBP,0.706069318,0.109186909,1.416291537,EBP,1.421277058,0.062225327,0.703592585,EBP,0.845743869,0.639258489,1.182391072,EBP,1.316291497,0.085936462,0.759710142,EBP,3.425341948,0.125312265,0.291941656,EBP,0.962790046,0.808034609,1.038648046,EBP,1.2036583,0.348838421,0.830800569,EBP,1.366269318,0.255553894,0.731920118,EBP,5.00E-10,0.999157565,2001535926,EBP,1.299702337,0.625629656,0.769406941,EBP,0.799123296,0.391918127,1.251371353,EBP,0.979216868,0.915521371,1.021224238,EBP,0.763561815,0.16248931,1.309651661,EBP,1.123791282,0.773809289,0.889844953,EBP,0.997004361,0.992536073,1.00300464
EGR3,1.38661692,0.65740801,0.72117972,EGR3,0.23782472,0.19105219,4.20477732,EGR3,0.7551147,0.29625844,1.32430212,EGR3,1.09390856,0.56338517,0.91415319,EGR3,0.480839451,0.399737557,2.079696244,EGR3,5.48378092,0.02825609,0.18235594,EGR3,1.55413083,0.4665362,0.64344647,EGR3,0.69495524,0.31739797,1.43894159,EGR3,1.97041768,0.25196282,0.50750661,EGR3,1.99658138,0.57241692,0.50085612,EGR3,0.95611678,0.84350127,1.04589734,EGR3,0.94453761,0.72518766,1.05871909,EGR3,0.80360927,0.35023506,1.24438585,EGR3,1.709942118,0.527118024,0.584815117,EGR3,0.88455671,0.505634093,1.130509767,EGR3,0.82906929,0.4869767,1.2061718,EGR3,1.01484988,0.92742215,0.98536742,EGR3,1.033997065,0.875061367,0.967120733,EGR3,0.652297686,0.044927768,1.533042384,EGR3,0.957799613,0.818816967,1.044059724,EGR3,0.971382662,0.934646708,1.029460417,EGR3,1.045294801,0.779602716,0.956667917,EGR3,0.31517599,0.149875554,3.172830517,EGR3,1.173233858,0.307842867,0.85234499,EGR3,1.513580274,0.037560751,0.660685143,EGR3,0.987189831,0.961733681,1.012976399,EGR3,1.694315024,0.598789697,0.590209014,EGR3,0.8018834,0.690109685,1.2470641,EGR3,0.889126753,0.652540759,1.124699034,EGR3,0.589915929,0.007924979,1.695156803,EGR3,1.11145714,0.584370632,0.899719804,EGR3,2.518811516,0.03841858,0.397012636,EGR3,0.829957511,0.558257723,1.204880957
EMP1,0.62416085,0.52509501,1.6021511,EMP1,0.36313989,0.24442269,2.75375968,EMP1,2.3287612,0.00175082,0.42941286,EMP1,1.55404666,0.00496907,0.64348132,EMP1,1.106919284,0.901419739,0.903408238,EMP1,1.21587524,0.73741838,0.82245281,EMP1,1.01082074,0.98467223,0.98929509,EMP1,1.08625927,0.81864222,0.92059054,EMP1,1.23420206,0.70901778,0.8102401,EMP1,1.8829905,0.60542285,0.53107012,EMP1,1.59616061,0.03818577,0.62650337,EMP1,1.03679493,0.82401273,0.96451089,EMP1,1.10603234,0.66372278,0.9041327,EMP1,2.296834639,0.319422612,0.4353818,EMP1,1.21201176,0.291977329,0.825074503,EMP1,1.24861208,0.41007745,0.80088926,EMP1,1.13504981,0.43450841,0.8810186,EMP1,0.821247065,0.354534014,1.217660364,EMP1,2.153936384,0.000488244,0.464266265,EMP1,1.260969126,0.216792684,0.793040828,EMP1,1.92320389,0.079118068,0.519965671,EMP1,0.76913107,0.101032804,1.300168514,EMP1,1.478881684,0.559955286,0.676186615,EMP1,1.077877047,0.629571633,0.927749601,EMP1,0.949085969,0.79336852,1.053645331,EMP1,1.087028221,0.758153521,0.919939318,EMP1,0.935156208,0.946605117,1.069340065,EMP1,1.619463018,0.400246029,0.61748863,EMP1,0.973114303,0.916711173,1.027628509,EMP1,1.480373936,0.049378195,0.675505003,EMP1,1.901397987,0.001391108,0.52592882,EMP1,1.119258765,0.778521963,0.893448442,EMP1,1.209070309,0.571623891,0.827081761
ENO2,0.63088245,0.53432458,1.58508134,ENO2,0.44572696,0.35501024,2.24352596,ENO2,0.86388029,0.57664179,1.15756779,ENO2,1.09593114,0.55222401,0.91246608,ENO2,0.356471363,0.239604789,2.80527443,ENO2,0.86832513,0.80052142,1.15164236,ENO2,0.55628383,0.33941569,1.79764349,ENO2,1.06339693,0.86477151,0.94038263,ENO2,1.98971495,0.20406649,0.50258455,ENO2,0.46335725,0.53002971,2.15816198,ENO2,0.83408474,0.4216315,1.19891896,ENO2,1.08631036,0.60968942,0.92054723,ENO2,1.07959948,0.74160692,0.92626943,ENO2,0.563152948,0.461164813,1.775716533,ENO2,1.115955457,0.546547181,0.896093113,ENO2,1.75683961,0.03802903,0.56920392,ENO2,0.88443154,0.44996591,1.13066976,ENO2,1.381847516,0.13112495,0.723668848,ENO2,0.527733681,0.002885621,1.894895166,ENO2,1.147375361,0.4634648,0.871554361,ENO2,1.768860511,0.119981774,0.565335703,ENO2,1.74830797,0.000547859,0.571981606,ENO2,3.836397681,0.093775133,0.260661194,ENO2,1.262582242,0.1356866,0.792027614,ENO2,1.314627312,0.161790524,0.760671858,ENO2,2.075767844,0.009005761,0.481749442,ENO2,2.486403895,0.430514555,0.402187272,ENO2,2.483271502,0.114187696,0.40269459,ENO2,1.636185711,0.063113328,0.611177566,ENO2,0.894200437,0.571729904,1.118317503,ENO2,1.00070927,0.997093222,0.999291233,ENO2,0.598492006,0.232271231,1.670866093,ENO2,1.235259715,0.51293083,0.809546355
ERBB2,1.30015474,0.71365112,0.76913922,ERBB2,1.4189911,0.70176781,0.70472605,ERBB2,2.03331871,0.01037366,0.49180682,ERBB2,1.26664274,0.13195638,0.7894886,ERBB2,0.870125637,0.877540582,1.149259323,ERBB2,0.14966982,0.01372261,6.6813738,ERBB2,2.13064003,0.18677601,0.46934254,ERBB2,1.00988386,0.97825918,0.99021287,ERBB2,0.48257972,0.18212481,2.07219649,ERBB2,1.62076371,0.6938323,0.61699309,ERBB2,1.11662256,0.63334513,0.89555776,ERBB2,1.02408969,0.88318364,0.97647697,ERBB2,0.9652199,0.87829131,1.03603334,ERBB2,1.274460262,0.755968668,0.784645885,ERBB2,0.970569121,0.869678678,1.030323321,ERBB2,0.42540609,0.00240119,2.35069505,ERBB2,1.11673452,0.4966827,0.89546798,ERBB2,0.666700713,0.060202894,1.499923401,ERBB2,1.455172358,0.07877053,0.687203818,ERBB2,1.127450397,0.522507904,0.886956981,ERBB2,1.082647158,0.822814596,0.923661964,ERBB2,0.604176231,0.002224508,1.655146213,ERBB2,1.52E-09,0.998010727,656580113.7,ERBB2,0.746742355,0.062580022,1.339149966,ERBB2,1.208548932,0.334418478,0.82743857,ERBB2,0.69517043,0.180629641,1.438496169,ERBB2,0.268556693,0.2565814,3.723608562,ERBB2,1.042795552,0.933455798,0.958960745,ERBB2,0.826035053,0.463164571,1.210602378,ERBB2,0.846173337,0.39874033,1.18179096,ERBB2,0.940118374,0.750083177,1.063695836,ERBB2,1.032545474,0.937367086,0.968480348,ERBB2,0.501586474,0.046228105,1.993674178
ERBB3,0.95473272,0.94869147,1.04741356,ERBB3,0.48330665,0.40663894,2.06907975,ERBB3,2.09933945,0.00809287,0.47634031,ERBB3,1.01667059,0.91445615,0.98360276,ERBB3,1.765604873,0.504476348,0.566378138,ERBB3,0.11635635,0.00531043,8.59428792,ERBB3,1.59076774,0.40689488,0.62862728,ERBB3,0.51713478,0.07141526,1.93373187,ERBB3,0.50411383,0.21135636,1.98367896,ERBB3,1.75085325,0.64761642,0.5711501,ERBB3,0.9645697,0.87559921,1.03673171,ERBB3,1.30306455,0.10450231,0.76742169,ERBB3,1.22791974,0.37496192,0.81438547,ERBB3,1.443207743,0.737173083,0.692900939,ERBB3,0.892241853,0.535635259,1.120772352,ERBB3,0.63124271,0.09483863,1.58417672,ERBB3,1.26918304,0.14314679,0.78790842,ERBB3,0.986365262,0.948867064,1.013823214,ERBB3,1.477588635,0.066578154,0.676778351,ERBB3,1.039322761,0.837043379,0.962165015,ERBB3,0.798263951,0.533215761,1.252718476,ERBB3,0.63491668,0.004862811,1.575009811,ERBB3,1.487870985,0.554868476,0.672101284,ERBB3,0.804092452,0.165417273,1.243638088,ERBB3,0.912622808,0.639326561,1.095742941,ERBB3,0.912284186,0.750421448,1.09614966,ERBB3,0.69063833,0.749113153,1.447935854,ERBB3,0.978544596,0.965491379,1.021925832,ERBB3,0.73027072,0.232552727,1.36935519,ERBB3,1.179008971,0.40206029,0.848169967,ERBB3,0.845469394,0.39168826,1.182774926,ERBB3,1.089783466,0.831534438,0.917613481,ERBB3,0.633522432,0.169925698,1.578476072
EREG,1.48593233,0.59274195,0.67297816,EREG,1.73262529,0.52804603,0.57715884,EREG,1.91250143,0.02023608,0.52287543,EREG,1.1493221,0.37115455,0.87007811,EREG,2247099874,0.99896965,4.45E-10,EREG,4.70815309,0.00863478,0.21239751,EREG,3.27746086,0.0584181,0.30511425,EREG,1.46895683,0.29973465,0.6807552,EREG,2.55455459,0.15181294,0.39145767,EREG,546515259,0.99886172,1.83E-09,EREG,1.81897298,0.01172612,0.54976078,EREG,1.13877973,0.42350396,0.87813295,EREG,1.63908275,0.03519595,0.61009732,EREG,0.846067103,0.827648275,1.18E+00,EREG,1.871946547,0.00076919,0.534203288,EREG,0.93246166,0.79595829,1.07243015,EREG,1.63031195,0.002798,0.61337954,EREG,1.849259341,0.005156618,0.540757036,EREG,0.72985297,0.135214437,1.370138974,EREG,1.352072269,0.109567219,0.739605436,EREG,0.998471794,0.996558682,1.001530545,EREG,1.869920796,0.000145882,0.534782009,EREG,2.599773058,0.17765705,0.384648959,EREG,1.336663919,0.063609455,0.748131214,EREG,1.081443067,0.691347263,0.924690379,EREG,0.843923738,0.5284654,1.184941193,EREG,2.02698512,0.481706095,0.493343533,EREG,4.020681991,0.022896077,0.248714025,EREG,2.56380994,0.000733801,0.390044513,EREG,0.879543539,0.513921803,1.136953381,EREG,1.236172785,0.272169528,0.808948403,EREG,2.888914571,0.011269643,0.346150769,EREG,0.788175864,0.459335981,1.268752375
ETF1,2.93473724,0.18733578,0.34074601,ETF1,1.07226005,0.93286518,0.93260959,ETF1,1.46615616,0.15273121,0.68205558,ETF1,0.8986573,0.49002656,1.11277124,ETF1,2.181888738,0.368732672,0.458318512,ETF1,1.92535893,0.25239543,0.51938368,ETF1,1.00135956,0.99805603,0.99864229,ETF1,1.15585792,0.68947816,0.86515824,ETF1,3.45783199,0.05773042,0.28919855,ETF1,1.79809856,0.63206067,0.55614304,ETF1,1.09149478,0.69758917,0.91617479,ETF1,1.19179837,0.27955218,0.8390681,ETF1,0.74727521,0.21179732,1.33819506,ETF1,0.58267927,0.63200322,1.716210017,ETF1,1.483862446,0.032737928,0.673916914,ETF1,0.86514723,0.59195393,1.15587262,ETF1,0.94277968,0.71589433,1.06069321,ETF1,1.905052282,0.003187061,0.524919977,ETF1,1.589385849,0.032228049,0.629173841,ETF1,0.791288999,0.212718257,1.263760777,ETF1,0.975960945,0.945242699,1.024631165,ETF1,0.794034272,0.147261372,1.259391484,ETF1,2.055585487,0.308329899,0.486479403,ETF1,1.424636666,0.025277453,0.701933359,ETF1,0.933656041,0.728189417,1.071058244,ETF1,0.990046515,0.970109808,1.010053553,ETF1,0.582935046,0.640450261,1.715456991,ETF1,0.844358031,0.737665949,1.184331722,ETF1,0.808106895,0.414089081,1.237460052,ETF1,1.930375452,0.001195588,0.518033939,ETF1,1.632848421,0.012749203,0.612426718,ETF1,1.145058111,0.737386492,0.873318123,ETF1,0.673420314,0.219919047,1.48495669
